second_epoch,t_rel,clock,sent,ok,err,p50_ms,p95_ms,max_ms,distinct_pods,pods,max_client_lag_s
1786012188,,18:29:48,42,42,0,122.6,204.3,217.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012189,,18:29:49,42,42,0,114.1,186.2,204.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012190,,18:29:50,42,42,0,110.2,146.7,193.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012191,,18:29:51,42,42,0,110.5,187.9,197.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012192,,18:29:52,42,42,0,141.4,251.0,306.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012193,,18:29:53,42,42,0,114.1,201.3,253.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012194,,18:29:54,42,42,0,143.6,368.2,423.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012195,,18:29:55,42,42,0,145.2,219.0,247.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012196,,18:29:56,42,42,0,110.7,144.9,163.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012197,,18:29:57,42,42,0,113.6,191.7,199.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012198,,18:29:58,42,42,0,114.6,225.5,284.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012199,,18:29:59,42,41,1,112.6,298.4,337.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012200,,18:30:00,42,42,0,126.6,221.6,233.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012201,,18:30:01,42,42,0,113.3,175.8,234.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012202,,18:30:02,42,42,0,143.0,275.3,327.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012203,,18:30:03,42,42,0,112.4,284.3,333.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012204,,18:30:04,42,42,0,112.6,203.2,235.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012205,,18:30:05,42,42,0,142.5,218.0,288.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012206,,18:30:06,42,42,0,112.9,273.5,303.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012207,,18:30:07,42,42,0,113.0,143.8,145.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012208,,18:30:08,42,42,0,116.1,193.6,218.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012209,,18:30:09,42,42,0,114.3,163.2,210.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012210,,18:30:10,42,42,0,142.7,292.5,322.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012211,,18:30:11,42,42,0,146.8,312.6,327.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012212,,18:30:12,42,42,0,159.3,262.9,355.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012213,,18:30:13,42,42,0,111.7,171.3,244.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012214,,18:30:14,42,42,0,139.7,281.3,309.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012215,,18:30:15,42,42,0,139.1,279.0,295.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012216,,18:30:16,42,42,0,186.1,486.8,494.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012217,,18:30:17,42,42,0,211.2,314.0,330.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012218,,18:30:18,42,42,0,123.4,230.4,266.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012219,,18:30:19,42,42,0,111.2,169.8,173.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012220,,18:30:20,42,42,0,113.7,168.6,223.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012221,,18:30:21,42,41,1,116.5,214.4,230.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012222,,18:30:22,42,42,0,123.6,222.2,233.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012223,,18:30:23,42,42,0,115.6,184.9,200.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012224,,18:30:24,42,42,0,137.0,180.0,206.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012225,,18:30:25,42,41,1,114.6,222.2,252.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012226,,18:30:26,42,41,1,113.0,211.7,233.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012227,,18:30:27,42,42,0,139.6,255.9,314.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012228,,18:30:28,42,42,0,114.0,253.3,304.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012229,,18:30:29,42,42,0,120.7,207.1,284.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012230,,18:30:30,42,42,0,109.6,169.6,215.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012231,,18:30:31,42,42,0,111.6,190.4,211.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012232,,18:30:32,42,42,0,111.3,166.1,181.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012233,,18:30:33,42,42,0,113.6,198.8,205.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012234,,18:30:34,42,42,0,115.8,180.3,223.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012235,,18:30:35,42,42,0,117.7,193.6,202.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012236,,18:30:36,42,41,1,156.6,308.4,357.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012237,,18:30:37,42,42,0,158.8,339.6,396.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.02
1786012238,,18:30:38,42,41,1,115.5,275.6,294.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012239,,18:30:39,42,42,0,122.3,173.4,181.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012240,,18:30:40,42,42,0,115.0,203.4,223.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012241,,18:30:41,42,42,0,109.5,160.2,167.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012242,,18:30:42,42,42,0,118.6,179.9,195.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012243,,18:30:43,42,42,0,118.9,246.2,276.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012244,,18:30:44,42,42,0,119.2,178.2,195.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012245,,18:30:45,42,42,0,143.7,291.9,388.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012246,,18:30:46,42,42,0,127.9,180.3,215.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012247,,18:30:47,42,42,0,123.7,212.2,216.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012248,,18:30:48,42,42,0,112.3,260.4,314.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012249,,18:30:49,42,41,1,112.1,144.6,145.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012250,,18:30:50,42,42,0,115.0,169.0,256.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012251,,18:30:51,42,42,0,116.5,192.2,200.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012252,,18:30:52,42,42,0,115.6,171.4,191.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012253,,18:30:53,42,42,0,115.5,171.5,214.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012254,,18:30:54,42,42,0,128.2,208.1,262.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012255,,18:30:55,42,42,0,113.6,194.8,233.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012256,,18:30:56,42,42,0,112.5,255.2,381.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012257,,18:30:57,42,42,0,117.4,168.6,215.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012258,,18:30:58,42,42,0,125.4,219.8,241.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012259,,18:30:59,42,41,1,153.7,236.3,247.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012260,,18:31:00,42,42,0,111.0,178.2,221.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012261,,18:31:01,42,42,0,119.2,184.9,215.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012262,,18:31:02,42,42,0,111.4,177.6,221.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012263,,18:31:03,42,42,0,115.1,174.4,210.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012264,,18:31:04,42,42,0,111.9,148.8,176.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012265,,18:31:05,42,42,0,125.4,233.1,295.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012266,,18:31:06,42,42,0,116.6,258.3,317.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012267,,18:31:07,42,42,0,206.6,376.6,500.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.06
1786012268,,18:31:08,42,42,0,118.2,244.3,278.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012269,,18:31:09,42,42,0,122.9,303.3,335.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012270,,18:31:10,42,42,0,114.2,181.7,191.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012271,,18:31:11,42,42,0,120.5,245.8,258.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012272,,18:31:12,42,42,0,112.6,206.6,623.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012273,,18:31:13,42,41,1,163.3,588.4,626.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012274,,18:31:14,42,42,0,128.6,418.0,503.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012275,,18:31:15,42,42,0,138.5,244.2,297.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012276,,18:31:16,42,42,0,114.2,184.2,208.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012277,,18:31:17,42,42,0,133.6,195.4,215.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012278,,18:31:18,42,42,0,109.4,169.1,210.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012279,,18:31:19,42,42,0,114.6,186.3,201.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012280,,18:31:20,42,42,0,118.2,264.9,279.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012281,,18:31:21,42,42,0,111.9,186.7,215.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012282,,18:31:22,42,42,0,124.5,209.8,247.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012283,,18:31:23,42,42,0,116.4,165.2,202.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012284,,18:31:24,42,42,0,111.9,156.4,212.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012285,,18:31:25,42,42,0,114.9,195.5,220.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012286,,18:31:26,42,42,0,109.0,191.0,225.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012287,,18:31:27,42,42,0,134.3,217.4,263.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012288,,18:31:28,42,42,0,127.7,231.5,258.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012289,,18:31:29,42,42,0,129.5,167.1,190.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012290,,18:31:30,42,42,0,114.0,177.8,219.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012291,,18:31:31,42,41,1,113.4,183.7,193.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012292,,18:31:32,42,42,0,115.7,165.0,202.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012293,,18:31:33,42,42,0,114.4,166.9,175.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012294,,18:31:34,42,42,0,112.6,189.1,226.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012295,,18:31:35,42,42,0,111.8,157.7,190.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012296,,18:31:36,42,42,0,113.6,165.3,217.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012297,,18:31:37,42,42,0,115.7,204.2,255.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012298,,18:31:38,42,42,0,114.7,221.9,286.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012299,,18:31:39,42,42,0,112.0,186.3,219.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012300,,18:31:40,42,42,0,124.6,190.0,218.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012301,,18:31:41,42,41,1,121.3,191.6,201.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012302,,18:31:42,42,42,0,116.1,150.1,170.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012303,,18:31:43,42,42,0,111.1,152.2,174.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012304,,18:31:44,42,42,0,116.3,193.7,211.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012305,,18:31:45,42,42,0,113.0,280.4,308.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012306,,18:31:46,42,42,0,111.9,228.9,288.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012307,,18:31:47,42,42,0,109.9,164.9,168.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012308,,18:31:48,42,42,0,117.8,201.7,225.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012309,,18:31:49,42,42,0,112.5,162.8,186.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012310,,18:31:50,42,42,0,115.0,253.4,302.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012311,,18:31:51,42,41,1,112.4,282.1,311.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012312,,18:31:52,42,42,0,114.1,235.3,268.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012313,,18:31:53,42,42,0,154.8,293.7,403.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012314,,18:31:54,42,42,0,114.0,331.3,332.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012315,,18:31:55,42,42,0,112.4,169.5,206.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012316,,18:31:56,42,42,0,118.8,239.2,284.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012317,,18:31:57,42,42,0,112.7,268.1,345.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012318,,18:31:58,42,42,0,116.1,221.4,252.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012319,,18:31:59,42,42,0,131.5,256.3,312.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012320,,18:32:00,42,42,0,115.1,244.6,249.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012321,,18:32:01,42,42,0,110.7,144.1,193.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012322,,18:32:02,42,42,0,113.7,200.3,204.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012323,,18:32:03,42,42,0,112.1,165.2,173.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012324,,18:32:04,42,42,0,109.0,146.4,175.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012325,,18:32:05,42,42,0,110.7,143.8,164.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012326,,18:32:06,42,42,0,145.2,291.8,322.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012327,,18:32:07,42,42,0,116.6,191.4,219.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012328,,18:32:08,42,42,0,113.0,208.5,244.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012329,,18:32:09,42,42,0,113.2,184.6,212.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012330,,18:32:10,42,42,0,111.5,171.9,179.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012331,,18:32:11,42,42,0,114.0,176.7,180.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012332,,18:32:12,13,13,0,112.1,168.1,175.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
